film_id,avg_rental_cost,avg_hours_rented,avg_hours_rental_allowed,category_id,language_id,hours_length,avg_replacement_cost,rating,description,special_features,actors_in_film,actor_list,total_actor_fame,total_actor_influence,num_rent
880,3.67,113.96,144.0,2,1,2.5333,9.99,PG-13,A Action-Packed Panorama of a Technical Writer And a Man who must Build a Forensic Psychologist in A Manhattan Penthouse,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",11,"185,12,17,27,31,78,90,150,151,158,161",330.0,1256.0,25
881,5.906667,108.5,120.0,11,1,1.1833,13.99,PG,A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia,"{'Commentaries', 'Deleted Scenes'}",5,"163,33,106,131,88",125.0,496.0,12
882,1.605385,75.6154,96.0,7,1,1.65,24.99,PG-13,A Taut Display of a Pioneer And a Man who must Reach a Girl in The Gulf of Mexico,"{'Commentaries', 'Trailers'}",5,"167,189,185,124,133",136.0,517.0,13
883,5.49,79.3333,144.0,3,1,0.8833,17.99,PG,A Action-Packed Panorama of a Mad Scientist And a Robot who must Challenge a Student in Nigeria,"{'Commentaries', 'Behind the Scenes'}",3,"160,18,44",72.0,267.0,6
884,6.656667,147.6667,120.0,12,1,1.4667,11.99,R,A Touching Story of a Crocodile And a Girl who must Sink a Man in The Gulf of Mexico,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",2,"164,121",51.0,195.0,6
885,0.99,72.0,168.0,11,1,2.9833,22.99,NC-17,A Awe-Inspiring Yarn of a Student And a Teacher who must Fight a Teacher in An Abandoned Amusement Park,{'Trailers'},6,"109,121,138,155,26,195",162.0,643.0,6
886,2.807273,136.3,120.0,2,1,3.0667,9.99,PG-13,A Fateful Yarn of a Composer And a Monkey who must Vanquish a Womanizer in The First Manned Space Station,"{'Deleted Scenes', 'Behind the Scenes'}",6,"198,199,168,170,15,16",165.0,640.0,11
887,6.200526,125.3158,120.0,2,1,2.25,28.99,PG-13,A Touching Documentary of a Madman And a Mad Scientist who must Outrace a Feminist in An Abandoned Mine Shaft,"{'Deleted Scenes', 'Behind the Scenes'}",7,"21,40,108,115,117,84,150",216.0,813.0,19
888,6.717273,131.8182,120.0,6,1,0.8833,9.99,PG-13,A Emotional Drama of a Husband And a Lumberjack who must Build a Cat in Ancient India,{'Behind the Scenes'},2,"11,80",53.0,220.0,11
889,7.353636,122.7273,72.0,3,1,1.85,28.99,R,A Insightful Saga of a Astronaut And a Explorer who must Pursue a Mad Scientist in A U-Boat,{'Deleted Scenes'},6,"92,150,168,9,27,46",181.0,656.0,11
890,2.336154,125.4615,120.0,15,1,2.8667,14.99,R,A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon,"{'Behind the Scenes', 'Trailers'}",5,"14,42,113,155,175",142.0,540.0,26
891,3.99,138.8387,72.0,4,1,1.15,13.99,G,A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat,{'Commentaries'},4,"152,163,51,57",99.0,375.0,31
892,6.72913,111.7619,72.0,2,1,1.7333,18.99,R,A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",12,"56,139,150,151,168,171,181,198,6,104,108,123",376.0,1409.0,23
893,6.955517,133.5357,96.0,14,1,1.5167,11.99,PG,A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China,{'Behind the Scenes'},7,"105,56,63,82,86,145,21",194.0,745.0,29
894,1.418571,104.8571,144.0,16,1,1.1333,23.99,PG,A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank,{'Behind the Scenes'},9,"41,106,108,111,120,133,144,158,169",287.0,1064.0,14
895,4.43,100.24,72.0,4,1,2.3667,21.99,R,A Thoughtful Story of a Moose And a Husband who must Face a Secret Agent in The Sahara Desert,{'Commentaries'},6,"151,8,45,51,85,103",164.0,617.0,25
896,2.656667,101.1333,72.0,3,1,2.6167,10.99,PG,A Awe-Inspiring Documentary of a Womanizer And a Pastry Chef who must Kill a Lumberjack in Berlin,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",5,"134,11,44,189,158",136.0,505.0,15
897,7.36,117.5385,72.0,7,1,2.9833,27.99,G,A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan,"{'Commentaries', 'Trailers'}",5,"169,132,134,13,50",140.0,508.0,27
898,6.444545,118.8636,96.0,15,1,2.5333,18.99,PG-13,A Boring Story of a Butler And a Astronaut who must Outrace a Pioneer in Australia,{'Deleted Scenes'},3,"120,152,171",78.0,308.0,22
899,1.171818,95.9091,168.0,4,1,2.4,14.99,NC-17,A Fateful Display of a Monkey And a Car who must Sink a Husband in A MySQL Convention,"{'Commentaries', 'Behind the Scenes'}",4,"149,128,132,189",107.0,396.0,11
900,3.561429,100.7143,144.0,9,1,2.2667,17.99,R,A Awe-Inspiring Documentary of a Moose And a Madman who must Meet a Dog in An Abandoned Mine Shaft,{'Behind the Scenes'},4,"119,7,37,45",129.0,491.0,14
901,3.297692,123.9231,72.0,2,1,2.3667,29.99,G,A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",3,"7,45,90",95.0,349.0,26
902,5.91,130.25,144.0,15,1,2.8333,22.99,PG,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",3,"74,6,44",78.0,286.0,25
903,4.99,81.2,120.0,16,1,2.3167,13.99,G,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,"{'Commentaries', 'Trailers'}",4,"9,171,95,103",114.0,416.0,5
904,6.24,80.0,72.0,11,1,1.1833,26.99,R,A Thrilling Character Study of a Robot And a Squirrel who must Face a Dog in Ancient India,"{'Deleted Scenes', 'Trailers'}",4,"104,132,26,27",119.0,422.0,4
905,5.353636,125.4545,168.0,5,1,2.2,10.99,PG-13,A Fast-Paced Drama of a Pioneer And a Mad Cow who must Challenge a Madman in Ancient Japan,{'Trailers'},4,"107,135,86,149",120.0,427.0,11
906,2.39,121.2,96.0,5,1,2.85,27.99,PG,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,{'Deleted Scenes'},6,"142,143,105,26,187,196",192.0,683.0,20
907,2.256667,110.4,96.0,7,1,2.8,10.99,PG-13,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,{'Trailers'},3,"42,159,181",92.0,311.0,15
908,7.9275,132.5625,72.0,9,1,1.8333,11.99,G,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,"{'Commentaries', 'Behind the Scenes'}",7,"164,175,14,28,196,125,88",195.0,740.0,16
910,1.847143,81.2857,72.0,7,1,1.45,19.99,PG,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",5,"105,129,177,81,7",157.0,591.0,7
911,5.204286,100.0357,168.0,1,1,1.0667,14.99,PG-13,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,"{'Commentaries', 'Deleted Scenes'}",4,"181,120,127,82",130.0,460.0,28
912,4.305263,84.5,72.0,14,1,0.8667,9.99,PG,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,"{'Commentaries', 'Deleted Scenes'}",8,"76,200,22,41,98,103,110,128",214.0,806.0,19
913,3.347143,120.4286,72.0,13,1,1.9167,20.99,R,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,"{'Deleted Scenes', 'Behind the Scenes'}",5,"114,149,157,54,47",137.0,545.0,14
914,3.468696,120.8182,144.0,16,1,1.0167,13.99,PG,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",8,"10,25,35,142,183,191,187,69",192.0,771.0,23
915,5.294348,112.5652,168.0,1,1,1.5333,9.99,G,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,"{'Commentaries', 'Trailers'}",6,"52,66,67,36,105,134",165.0,611.0,23
916,5.061429,106.0,72.0,2,1,1.3333,10.99,G,A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans,"{'Commentaries', 'Behind the Scenes'}",3,"79,93,197",86.0,321.0,14
917,5.913077,142.5833,72.0,15,1,2.5333,24.99,R,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",3,"137,18,43",75.0,305.0,13
918,6.080909,98.0,96.0,3,1,2.5333,23.99,PG,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",3,"50,57,71",80.0,311.0,11
919,8.656667,155.6667,72.0,10,1,1.3667,17.99,G,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",6,"100,111,153,185,196,14",167.0,640.0,12
920,3.942381,134.1429,72.0,13,1,1.0333,16.99,G,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,"{'Deleted Scenes', 'Behind the Scenes'}",8,"21,39,45,161,75,108,129,185",237.0,899.0,21
921,3.275714,146.3571,168.0,12,1,2.8667,29.99,PG-13,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",7,"64,149,161,173,181,113,131",211.0,787.0,14
922,5.46619,111.6667,168.0,11,1,1.7833,22.99,PG-13,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,{'Commentaries'},3,"48,42,146",86.0,294.0,21
923,3.365,129.375,168.0,7,1,1.3,12.99,R,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,"{'Commentaries', 'Deleted Scenes'}",8,"140,145,167,86,95,138,187,47",225.0,858.0,8
924,1.434444,129.3889,168.0,14,1,2.15,15.99,PG,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",7,"4,15,47,161,179,50,198",207.0,816.0,18
925,3.284118,121.0588,72.0,6,1,2.7333,27.99,R,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,"{'Deleted Scenes', 'Trailers'}",6,"188,170,37,45,64,90",184.0,713.0,17
926,4.49,132.25,120.0,6,1,2.0,11.99,NC-17,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,"{'Deleted Scenes', 'Trailers'}",5,"48,104,117,123,9",147.0,513.0,8
927,3.8025,123.75,144.0,1,1,2.9,16.99,NC-17,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,"{'Behind the Scenes', 'Trailers'}",5,"49,152,161,168,134",135.0,482.0,16
928,3.24,84.8333,120.0,3,1,1.4,16.99,PG,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,{'Commentaries'},7,"101,60,66,11,29,32,173",203.0,753.0,12
929,5.451538,83.6154,120.0,9,1,2.1333,21.99,PG-13,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"86,88,92,10,34",128.0,483.0,13
930,4.609048,114.5238,96.0,14,1,2.4167,23.99,R,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,{'Commentaries'},6,"10,178,97,130,132,55",141.0,588.0,21
931,1.406667,136.8333,168.0,16,1,0.8,9.99,PG-13,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,"{'Behind the Scenes', 'Trailers'}",2,"179,36",58.0,232.0,12
932,3.923333,130.2,72.0,5,1,1.2167,21.99,G,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,"{'Commentaries', 'Deleted Scenes'}",4,"42,63,83,101",112.0,420.0,15
933,6.656667,116.25,96.0,13,1,2.1,11.99,NC-17,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,"{'Commentaries', 'Trailers'}",5,"97,133,136,40,173",145.0,586.0,12
934,5.878889,133.1111,168.0,10,1,2.0333,20.99,NC-17,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,"{'Deleted Scenes', 'Behind the Scenes'}",2,"140,106",67.0,238.0,9
935,2.134286,146.6667,120.0,13,1,2.3667,17.99,R,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",2,"23,76",68.0,230.0,7
936,4.878889,108.6471,72.0,12,1,2.05,21.99,NC-17,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"56,73,101,134,8",129.0,488.0,18
937,3.0525,96.8,168.0,13,1,1.4167,14.99,NC-17,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,"{'Commentaries', 'Deleted Scenes'}",3,"44,53,193",83.0,303.0,16
938,6.836154,108.6154,72.0,5,1,2.8833,14.99,R,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,{'Behind the Scenes'},9,"194,65,72,77,153,11,40,118,129",235.0,936.0,26
939,4.74,116.0,96.0,5,1,1.5,17.99,R,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,"{'Commentaries', 'Behind the Scenes'}",4,"116,119,196,1",105.0,410.0,8
940,1.434444,97.5556,144.0,15,1,1.0667,19.99,PG-13,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,"{'Behind the Scenes', 'Trailers'}",5,"182,51,88,194,189",115.0,460.0,9
941,6.162414,105.1724,96.0,10,1,2.4167,10.99,NC-17,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",5,"155,183,101,80,91",131.0,509.0,29
942,1.523333,114.6667,168.0,7,1,2.9,27.99,PG-13,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,"{'Deleted Scenes', 'Behind the Scenes'}",2,"41,103",59.0,199.0,15
944,5.519412,118.8235,144.0,7,1,2.9833,29.99,PG-13,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,"{'Behind the Scenes', 'Trailers'}",8,"63,100,128,166,18,29,44,47",200.0,799.0,17
945,1.783103,104.6786,120.0,6,1,2.7333,22.99,R,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,{'Deleted Scenes'},8,"12,30,96,104,200,63,67,146",199.0,788.0,29
946,8.418571,148.7857,72.0,8,1,2.4,14.99,NC-17,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,"{'Commentaries', 'Deleted Scenes'}",3,"176,59,73",82.0,304.0,14
947,2.275714,121.4286,120.0,9,1,0.9833,16.99,PG-13,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,"{'Commentaries', 'Deleted Scenes'}",5,"53,97,149,163,165",135.0,532.0,7
948,1.779474,115.6316,144.0,13,1,2.3167,22.99,PG-13,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,"{'Commentaries', 'Behind the Scenes'}",3,"165,14,17",88.0,338.0,19
949,1.671818,116.2381,144.0,10,1,2.6167,27.99,NC-17,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",5,"15,149,183,125,128",139.0,521.0,22
951,1.74,130.6786,144.0,4,1,1.3,28.99,PG-13,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,"{'Commentaries', 'Behind the Scenes'}",5,"52,62,65,66,97",147.0,538.0,28
952,3.89,161.5,168.0,6,1,2.5333,17.99,PG,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,"{'Deleted Scenes', 'Behind the Scenes'}",6,"115,133,60,87,44,198",184.0,673.0,10
953,3.99,140.0476,72.0,2,1,1.8667,9.99,PG-13,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,{'Trailers'},9,"199,193,70,144,145,150,171,127,28",250.0,952.0,21
956,5.4275,127.4667,168.0,10,1,1.7833,23.99,PG-13,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",7,"177,103,116,36,71,72,74",182.0,687.0,16
957,5.49,128.75,168.0,9,1,1.3333,26.99,G,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,"{'Deleted Scenes', 'Behind the Scenes'}",9,"50,66,85,118,122,147,164,7,17",263.0,967.0,12
958,3.471481,116.4444,144.0,7,1,2.9667,19.99,G,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,"{'Commentaries', 'Trailers'}",8,"2,43,102,108,191,200,76,143",238.0,888.0,27
959,3.656667,101.1667,144.0,3,1,1.3833,10.99,G,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,"{'Commentaries', 'Behind the Scenes'}",6,"168,172,184,190,7,17",174.0,656.0,6
960,4.29,132.2,120.0,6,1,2.1333,15.99,G,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,"{'Commentaries', 'Behind the Scenes'}",4,"193,179,66,85",114.0,423.0,10
961,5.207391,111.1304,168.0,9,1,2.6833,22.99,R,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,{'Commentaries'},5,"53,87,110,114,122",122.0,469.0,23
962,3.323333,116.3333,168.0,4,1,1.4167,18.99,PG,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",6,"111,129,20,195,150,165",180.0,692.0,15
963,2.1775,114.3125,120.0,2,1,1.3,12.99,PG,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",5,"180,37,55,77,78",130.0,534.0,16
964,7.166471,135.8235,96.0,1,1,1.0167,17.99,G,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,{'Behind the Scenes'},6,"70,72,9,10,22,152",145.0,579.0,17
965,2.323333,145.1667,144.0,11,1,1.8667,28.99,G,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,{'Commentaries'},6,"33,56,65,125,128,185",177.0,675.0,6
966,3.406667,128.7826,72.0,6,1,1.1667,14.99,PG,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,{'Trailers'},10,"146,155,184,3,10,13,37,108,115,121",294.0,1144.0,24
967,4.156667,118.1111,120.0,14,1,2.2333,26.99,R,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",10,"99,100,109,157,158,184,197,3,16,27",283.0,1120.0,18
968,5.632857,118.8571,144.0,1,1,1.3167,19.99,G,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,"{'Behind the Scenes', 'Trailers'}",7,"15,152,158,162,78,88,96",180.0,720.0,14
969,6.5525,119.375,96.0,7,1,2.65,29.99,G,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,{'Trailers'},9,"113,118,72,77,11,24,146,184,191",243.0,960.0,16
970,1.451538,138.2308,168.0,4,1,0.8667,11.99,NC-17,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,"{'Commentaries', 'Deleted Scenes'}",6,"1,14,127,138,54,89",155.0,618.0,26
971,7.49,148.0556,96.0,9,1,1.8167,11.99,PG-13,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",5,"60,68,191,3,34",142.0,539.0,18
972,6.899091,133.6818,96.0,14,1,0.9833,24.99,PG-13,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,"{'Deleted Scenes', 'Trailers'}",3,"33,196,67",77.0,307.0,22
973,7.215806,114.4839,72.0,6,1,3.05,27.99,NC-17,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,"{'Deleted Scenes', 'Behind the Scenes'}",6,"185,107,111,28,47,157",192.0,717.0,31
974,2.656667,120.6,96.0,13,1,3.0167,24.99,R,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",4,"178,51,197,9",106.0,393.0,6
975,3.6775,128.8125,144.0,8,1,2.2833,22.99,R,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",2,"45,84",63.0,242.0,16
976,1.685652,115.2174,144.0,10,1,1.85,12.99,R,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,"{'Commentaries', 'Deleted Scenes'}",3,"89,179,187",86.0,331.0,23
